"","category","name","reviewer","reviews","veridied","date.of.review","ratings"
"2232","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","M. J. Atkinson-Willes","Exactly what I was looking for. The plastic frame seems pretty robust after a couple of week’s consistent use","Verified Purchase","Reviewed in Germany on 6 November 2023","3.0 out of 5 stars"
"2233","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Mad Badger","There are so many sub £100 chairs out there, but they all look pants close up on You Tube. So I shelled out the extra cash & took a punt on this.I feel it's money well spent. Was initially a bit worried by the moulded plastic base etc, but it all fits together well (I greased every screw & washer before installing) with no creaking.Coming from an upholstered fake leather chair which lacked adjustment, this is a huge improvement. I am NOT going Herman Miller!The mesh is supportive, lumbar support is perfect for me, (active 160 lb male, 6ft), the slight rocking ability is ok, arm rests are solid & do not creak, AND lift to allow me to play guitar while in the chair.Castors are ok on carpet.I'm happy though it cost more than the usual suspects.","Verified Purchase","Reviewed in the United Kingdom on 30 December 2021","5.0 out of 5 stars"
"2234","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Erin Bartlett","When I set-up my home office, I got a cutesy office chair because I'd be in it for a couple hours a week. But now that I've been sent home to telecommute due to the pandemic, that cutesy chair has all but killed me. This ergonomic chair is comparatively cheap, aesthetically pleasing, easy to assemble, and good for me. I feel like I can tackle all my tasks! It's taller than a standard chair, which is great for use at my counter-height surfaces and use of my sit/stand desk.","Verified Purchase","Reviewed in the United States on 28 November 2020","5.0 out of 5 stars"
"2235","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Erin Bartlett","Llevo 1 semana con la silla así que unas primeras impresiones. Es una silla bastante completa y se siente muy premium para lo que cuesta, los materiales son bastante sólidos y firmes. Mi único problema es que la silla es demasiado alta, mido 1.70m y aún con la posición más baja la silla sigue estando más alta que mi escritorio y mis pies quedan colgando, la barra que tiene para apoyar los pies si bien hace su trabajo tiene mucho margen de mejora, puesto que la posición en la que deja tus pies no es la más cómoda para jornadas largas, además que el tubo empieza a molestar e incluso llega a lastimar al poco tiempo, por lo que empieza a ser incómodo para la espalda después de tener un tiempo los pies colgando, haciendo que la ergonomía y comodidad del asiento y respaldo no sea suficiente para liberar esa tensión en las piernas","Verified Purchase","Reviewed in Mexico on 12 June 2023","5.0 out of 5 stars"
"2236","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Alberto bravo rumbo","The chair arrived fairly quickly after I ordered it at a time when products like this were in very high demand among those of us transitioning to working and teaching from home. The box was heavy but easily manageable by a single person.The assembly was relatively easy and straight forward IF you read and follow the instructions and the order of assembly. I found that putting the seat upside down on top of a coffee table and then resting the back on the floor and balancing it against the table made assembly significantly easier than if I had tried to balance the three pieces on their own.The retractable armrests are great. They are comfortable when I am using the chair and retracting them makes it infinitely easier to move the chair around and avoids many unintentional finger or hand jams against the desk. The top height is perfect for a typical high desk, which means that I can use mine either standing, as I often do, or with the chair (which I need when am leading or participating in long ZOOM sessions). The lowest level is a bit higher than a typical desk chair, but it still works for a standard height desk.The bad.I was taken by surprise that the chair is mostly made of plastic. The foot rest, the adjusting center tube and the link between the two parts of the chair assembly are the only metal parts of note. I would have preferred it if the wheeled base was made of metal and thus a bit heavier. The chair has a bit of an unstable feel to it because the wheeled base is relatively narrow and light. That said, I can sit on it for hours of lectures and meetings and have not once felt like I am losing my balance.On balance, at the lower price, a good, flexible chair that you can easily get out of your way when you want to work standing up.","Verified Purchase","Reviewed in the United States on 11 May 2020","5.0 out of 5 stars"
"2237","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","PMC","主人用に購入しましたが。肘掛けの高さが合わなくて座面も硬く体が痛くなって使用困難と言うので１ヶ月使用して処分しました。組み立ても大変だったようです。","Verified Purchase","Reviewed in Japan on 10 September 2022","4.0 out of 5 stars"
"2238","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","lemopih","Hab den Stuhl im April 2023 Gekauft. Er ist sehr bequem und passt mir von der höhe hervorragend an den Arbeitsplatz. Nun lässt leider seit einem Monat die Feder nach, sobald man sitzt sinkt man immer mehr nach unten. Schade, da ich den Stuhl maximal ein zwei mal in der Woche verwende.","Verified Purchase","Reviewed in Germany on 27 November 2023","4.0 out of 5 stars"
"2239","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Sinus_11","Perfect.","Verified Purchase","Reviewed in the United Kingdom on 6 December 2021","1.0 out of 5 stars"
"2240","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Dave Griffin","Good chair, easy setup, very heavy. Canada post wouldn’t deliver because the box was so heavy, it won’t back had to order another with a different delivery company","Verified Purchase","Reviewed in Canada on 10 November 2019","2.0 out of 5 stars"
"2241","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","steuch","A part les roulettes à fuir,  le reste est cohérent,  pour utilisation debout ou assis en télétravail sur bureau de 1,10m de hauteur , le plus accoudoir relevable et repose pied pratique.Pour info j'ai recommandé un jeu de roulettes RACEMASTER®...Le lendemain","Verified Purchase","Reviewed in France on 23 January 2022","4.1 out of 5 stars"
"2242","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","M. J. Atkinson-Willes","Exactly what I was looking for. The plastic frame seems pretty robust after a couple of week’s consistent use","Verified Purchase","Reviewed in Germany on 6 November 2023","3.0 out of 5 stars"
"2243","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Mad Badger","There are so many sub £100 chairs out there, but they all look pants close up on You Tube. So I shelled out the extra cash & took a punt on this.I feel it's money well spent. Was initially a bit worried by the moulded plastic base etc, but it all fits together well (I greased every screw & washer before installing) with no creaking.Coming from an upholstered fake leather chair which lacked adjustment, this is a huge improvement. I am NOT going Herman Miller!The mesh is supportive, lumbar support is perfect for me, (active 160 lb male, 6ft), the slight rocking ability is ok, arm rests are solid & do not creak, AND lift to allow me to play guitar while in the chair.Castors are ok on carpet.I'm happy though it cost more than the usual suspects.","Verified Purchase","Reviewed in the United Kingdom on 30 December 2021","5.0 out of 5 stars"
"2244","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Erin Bartlett","When I set-up my home office, I got a cutesy office chair because I'd be in it for a couple hours a week. But now that I've been sent home to telecommute due to the pandemic, that cutesy chair has all but killed me. This ergonomic chair is comparatively cheap, aesthetically pleasing, easy to assemble, and good for me. I feel like I can tackle all my tasks! It's taller than a standard chair, which is great for use at my counter-height surfaces and use of my sit/stand desk.","Verified Purchase","Reviewed in the United States on 28 November 2020","5.0 out of 5 stars"
"2245","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Erin Bartlett","Llevo 1 semana con la silla así que unas primeras impresiones. Es una silla bastante completa y se siente muy premium para lo que cuesta, los materiales son bastante sólidos y firmes. Mi único problema es que la silla es demasiado alta, mido 1.70m y aún con la posición más baja la silla sigue estando más alta que mi escritorio y mis pies quedan colgando, la barra que tiene para apoyar los pies si bien hace su trabajo tiene mucho margen de mejora, puesto que la posición en la que deja tus pies no es la más cómoda para jornadas largas, además que el tubo empieza a molestar e incluso llega a lastimar al poco tiempo, por lo que empieza a ser incómodo para la espalda después de tener un tiempo los pies colgando, haciendo que la ergonomía y comodidad del asiento y respaldo no sea suficiente para liberar esa tensión en las piernas","Verified Purchase","Reviewed in Mexico on 12 June 2023","5.0 out of 5 stars"
"2246","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Alberto bravo rumbo","The chair arrived fairly quickly after I ordered it at a time when products like this were in very high demand among those of us transitioning to working and teaching from home. The box was heavy but easily manageable by a single person.The assembly was relatively easy and straight forward IF you read and follow the instructions and the order of assembly. I found that putting the seat upside down on top of a coffee table and then resting the back on the floor and balancing it against the table made assembly significantly easier than if I had tried to balance the three pieces on their own.The retractable armrests are great. They are comfortable when I am using the chair and retracting them makes it infinitely easier to move the chair around and avoids many unintentional finger or hand jams against the desk. The top height is perfect for a typical high desk, which means that I can use mine either standing, as I often do, or with the chair (which I need when am leading or participating in long ZOOM sessions). The lowest level is a bit higher than a typical desk chair, but it still works for a standard height desk.The bad.I was taken by surprise that the chair is mostly made of plastic. The foot rest, the adjusting center tube and the link between the two parts of the chair assembly are the only metal parts of note. I would have preferred it if the wheeled base was made of metal and thus a bit heavier. The chair has a bit of an unstable feel to it because the wheeled base is relatively narrow and light. That said, I can sit on it for hours of lectures and meetings and have not once felt like I am losing my balance.On balance, at the lower price, a good, flexible chair that you can easily get out of your way when you want to work standing up.","Verified Purchase","Reviewed in the United States on 11 May 2020","5.0 out of 5 stars"
"2247","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","PMC","主人用に購入しましたが。肘掛けの高さが合わなくて座面も硬く体が痛くなって使用困難と言うので１ヶ月使用して処分しました。組み立ても大変だったようです。","Verified Purchase","Reviewed in Japan on 10 September 2022","4.0 out of 5 stars"
"2248","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","lemopih","Hab den Stuhl im April 2023 Gekauft. Er ist sehr bequem und passt mir von der höhe hervorragend an den Arbeitsplatz. Nun lässt leider seit einem Monat die Feder nach, sobald man sitzt sinkt man immer mehr nach unten. Schade, da ich den Stuhl maximal ein zwei mal in der Woche verwende.","Verified Purchase","Reviewed in Germany on 27 November 2023","4.0 out of 5 stars"
"2249","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Sinus_11","Perfect.","Verified Purchase","Reviewed in the United Kingdom on 6 December 2021","1.0 out of 5 stars"
"2250","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Dave Griffin","Good chair, easy setup, very heavy. Canada post wouldn’t deliver because the box was so heavy, it won’t back had to order another with a different delivery company","Verified Purchase","Reviewed in Canada on 10 November 2019","2.0 out of 5 stars"
"2251","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","steuch","A part les roulettes à fuir,  le reste est cohérent,  pour utilisation debout ou assis en télétravail sur bureau de 1,10m de hauteur , le plus accoudoir relevable et repose pied pratique.Pour info j'ai recommandé un jeu de roulettes RACEMASTER®...Le lendemain","Verified Purchase","Reviewed in France on 23 January 2022","4.1 out of 5 stars"
"2252","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","M. J. Atkinson-Willes","Exactly what I was looking for. The plastic frame seems pretty robust after a couple of week’s consistent use","Verified Purchase","Reviewed in Germany on 6 November 2023","3.0 out of 5 stars"
"2253","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Mad Badger","There are so many sub £100 chairs out there, but they all look pants close up on You Tube. So I shelled out the extra cash & took a punt on this.I feel it's money well spent. Was initially a bit worried by the moulded plastic base etc, but it all fits together well (I greased every screw & washer before installing) with no creaking.Coming from an upholstered fake leather chair which lacked adjustment, this is a huge improvement. I am NOT going Herman Miller!The mesh is supportive, lumbar support is perfect for me, (active 160 lb male, 6ft), the slight rocking ability is ok, arm rests are solid & do not creak, AND lift to allow me to play guitar while in the chair.Castors are ok on carpet.I'm happy though it cost more than the usual suspects.","Verified Purchase","Reviewed in the United Kingdom on 30 December 2021","5.0 out of 5 stars"
"2254","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Erin Bartlett","When I set-up my home office, I got a cutesy office chair because I'd be in it for a couple hours a week. But now that I've been sent home to telecommute due to the pandemic, that cutesy chair has all but killed me. This ergonomic chair is comparatively cheap, aesthetically pleasing, easy to assemble, and good for me. I feel like I can tackle all my tasks! It's taller than a standard chair, which is great for use at my counter-height surfaces and use of my sit/stand desk.","Verified Purchase","Reviewed in the United States on 28 November 2020","5.0 out of 5 stars"
"2255","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Erin Bartlett","Llevo 1 semana con la silla así que unas primeras impresiones. Es una silla bastante completa y se siente muy premium para lo que cuesta, los materiales son bastante sólidos y firmes. Mi único problema es que la silla es demasiado alta, mido 1.70m y aún con la posición más baja la silla sigue estando más alta que mi escritorio y mis pies quedan colgando, la barra que tiene para apoyar los pies si bien hace su trabajo tiene mucho margen de mejora, puesto que la posición en la que deja tus pies no es la más cómoda para jornadas largas, además que el tubo empieza a molestar e incluso llega a lastimar al poco tiempo, por lo que empieza a ser incómodo para la espalda después de tener un tiempo los pies colgando, haciendo que la ergonomía y comodidad del asiento y respaldo no sea suficiente para liberar esa tensión en las piernas","Verified Purchase","Reviewed in Mexico on 12 June 2023","5.0 out of 5 stars"
"2256","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Alberto bravo rumbo","The chair arrived fairly quickly after I ordered it at a time when products like this were in very high demand among those of us transitioning to working and teaching from home. The box was heavy but easily manageable by a single person.The assembly was relatively easy and straight forward IF you read and follow the instructions and the order of assembly. I found that putting the seat upside down on top of a coffee table and then resting the back on the floor and balancing it against the table made assembly significantly easier than if I had tried to balance the three pieces on their own.The retractable armrests are great. They are comfortable when I am using the chair and retracting them makes it infinitely easier to move the chair around and avoids many unintentional finger or hand jams against the desk. The top height is perfect for a typical high desk, which means that I can use mine either standing, as I often do, or with the chair (which I need when am leading or participating in long ZOOM sessions). The lowest level is a bit higher than a typical desk chair, but it still works for a standard height desk.The bad.I was taken by surprise that the chair is mostly made of plastic. The foot rest, the adjusting center tube and the link between the two parts of the chair assembly are the only metal parts of note. I would have preferred it if the wheeled base was made of metal and thus a bit heavier. The chair has a bit of an unstable feel to it because the wheeled base is relatively narrow and light. That said, I can sit on it for hours of lectures and meetings and have not once felt like I am losing my balance.On balance, at the lower price, a good, flexible chair that you can easily get out of your way when you want to work standing up.","Verified Purchase","Reviewed in the United States on 11 May 2020","5.0 out of 5 stars"
"2257","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","PMC","主人用に購入しましたが。肘掛けの高さが合わなくて座面も硬く体が痛くなって使用困難と言うので１ヶ月使用して処分しました。組み立ても大変だったようです。","Verified Purchase","Reviewed in Japan on 10 September 2022","4.0 out of 5 stars"
"2258","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","lemopih","Hab den Stuhl im April 2023 Gekauft. Er ist sehr bequem und passt mir von der höhe hervorragend an den Arbeitsplatz. Nun lässt leider seit einem Monat die Feder nach, sobald man sitzt sinkt man immer mehr nach unten. Schade, da ich den Stuhl maximal ein zwei mal in der Woche verwende.","Verified Purchase","Reviewed in Germany on 27 November 2023","4.0 out of 5 stars"
"2259","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Sinus_11","Perfect.","Verified Purchase","Reviewed in the United Kingdom on 6 December 2021","1.0 out of 5 stars"
"2260","chair","Flash Furniture Mid-Back Transparent Black Mesh Executive Swivel Office Chair with Melrose Gold Frame and Flip-Up Arms, BL-8801X-GG","Dave Griffin","Good chair, easy setup, very heavy. Canada post wouldn’t deliver because the box was so heavy, it won’t back had to order another with a different delivery company","Verified Purchase","Reviewed in Canada on 10 November 2019","2.0 out of 5 stars"
"2261","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Skyler","First off I have no idea how to build things and do things and the instructions  at first was super confusing had no idea what any of it meant. after awhile though it started to make sense and it was super easy to buildit is pretty comfortable but not as comfortable as it would look though its still so much better then my old chair. The seat part is a bit small so if you have thicker legs as myself do it can get pushed against the sides of the chair since the sides curve upwards slightly so keep that in mindit can lean back pretty far into a comfortable position to lay and relax watching tv or youtube or etc.overall it depends on the person but for me its was well worth the price","Verified Purchase","Reviewed in the United States on 30 June 2023","4.3 out of 5 stars"
"2262","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Ethel wulf","I’ve had this gaming chair for over a year. For the price it’s a good gaming chair. The material hasn’t degraded after a year, no rips, no creases. Actually I’m quite impressed. I would’ve though it would’ve already started tearing, or a dent where I sit. But nope after a year it practically looks brand new (keep in mind I take care of my stuff and I’m not a kid) the only down side I would say is that the arm rests aren’t adjustable. I recommend this to anyone looking to get good quality gaming chair without having to dish out $500+.","Verified Purchase","Reviewed in the United States on 26 November 2023","4.0 out of 5 stars"
"2263","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Jamie Hanson","Great chair for a great priceSo comfortable","Verified Purchase","Reviewed in Canada on 6 January 2024","5.0 out of 5 stars"
"2264","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Shakti","I recently upgraded my gaming setup with the BestOffice Gaming Chair in the striking blue color variant, and I must say that it has significantly enhanced my gaming experience. This chair effortlessly blends ergonomic design, comfort, and a touch of racing style for an all-encompassing gaming throne.One of the standout features of this chair is the built-in footrest. It adds a whole new dimension of comfort during those intense gaming sessions. Being able to kick back and relax during breaks is a game-changer. The reclining feature, coupled with the footrest, allows me to find the perfect position for both gaming and relaxation.Ergonomics are a key factor in the BestOffice Gaming Chair's design. The lumbar support and adjustable headrest provide excellent neck and back support. The ability to customize the height and angle of the chair makes it easy to find a comfortable seating position tailored to your body.As a gamer, I appreciate the sturdy construction of this chair. It feels solid and durable, capable of withstanding hours of gaming action. The smooth-rolling casters make it easy to move around, and the 360-degree swivel allows for quick reactions in intense gaming moments.The racing-style design of the chair is a visual treat. The blue color is vibrant, and the sleek lines give it a sporty look that complements my gaming setup. It's not just functional; it's a statement piece in my gaming room.Assembly was relatively straightforward, thanks to clear instructions, and all the necessary tools were provided. I had the chair set up in no time.While the BestOffice Gaming Chair is primarily designed for gamers, it's also an excellent choice for anyone looking for a comfortable and stylish office chair. It's versatile, well-constructed, and the reclining feature makes it ideal for short breaks and relaxation during the workday.In conclusion, the BestOffice Gaming Chair with Footrest has exceeded my expectations. It combines ergonomic support, gaming-specific features, and a stylish design into one impressive package. Whether you're a dedicated gamer or in need of a comfortable office chair, this gaming chair is a top-tier choice. It's a throne that not only enhances your gaming experience but also complements your gaming room's aesthetics.","Verified Purchase","Reviewed in the United States on 14 October 2023","5.0 out of 5 stars"
"2265","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Amazon Customer","We bought 2 of these for our boys . They were thrilled once they finished putting it together which was pretty simple, they said the chair was amazing very comfortable. Actually said they felt the chair cradled them . Thank you love it !","Verified Purchase","Reviewed in Canada on 29 December 2023","5.0 out of 5 stars"
"2266","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","jennifer","Bought for 12. Yr old birthday present. He has never been happier. He loves the. footstool, but, I do not think that part is very comfortable. I’m 5’7” and to me, it just feels awkward the way it fits my legs but,  that’s not to say I don’t use it when sitting in this chair.  It is better than no stool, I just think it could be made to fit and be formed to legs lengths better. I want one to support my feet to.  BUT, it’s a GREAT chair. 7 months later and many, many active, crazy, and excited 12 yr old boys not only gaming in it but  a few occasions of it being used to sleep in for the night, and it still works, sits and looks brand new!  I was a little leary on the quality and how long it would hold up for due to the price when comparing to similar chairs and most where $150 & up. But it’s been great. And if it was going to fall apart or tear up because of it being cheap quality (which. It obviously is not) believe me, my son, whom we refer to as  “The Destroying Monkey” (why we call him this-he doesn’t walk, it’s always jumping to smack ceilings and doorways, darts in and out, flips or flops on everything, yanks and tosses, the 1 to test ALL buttons, knobs, dials and all that moves, AND assembles and unassembles everything to see what’s inside, including the Thermostat on the wall @ 2.  He can tear up even proven indestructible things, if you get the picture). He would have made it fall into pieces by now. He truly puts anything he sees, plays with, or sits on To the test of its quality and it’s limitations by throwing, tossing, using it for everything it was not intended for, flopping or laying sideways and upside down in or on it, and just being an overly curious, creative, imaginative wiggle worm and 12 yr old country boy. This is a chair I highly recommend i if you are looking for a good quality chair for a very reasonable price.","Verified Purchase","Reviewed in the United States on 12 November 2019","5.0 out of 5 stars"
"2267","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","tSea","Just buy a better chair, I wish I had.The welds on the inside of the chair broke after less than a year of casual use. I weight 160 lbs and apparently that's enough to break the metal structure on the inside of the back of the chair rendering it useless.","Verified Purchase","Reviewed in the United States on 28 June 2023","5.0 out of 5 stars"
"2268","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Izaiah fields","This is one of the more expensive ""gaming chairs"", not the most expensive, but you can find some for about half the price. If you get it on sale, I would recommend it. Overall it is a very comfortable chair to sit in for a few hours of gaming. The reason I didn't give it 5 stars is that there are some areas with room for improvement: I like the footrest idea, but unless you are shorter than 5'6"", it really is not a great design. I am 6' tall, and the footrest ends up at about mid-calf range, which is not the most comfortable, I still end up needing something to rest my feet on. The armrests could be a little wider, with a little more cushion, maybe a little more ergonomically designed for the gamer, especially if you're gaming with a controller. I do however like the idea of the hinge aspect of the armrests, so they move back with you when you recline. Another thing I noticed (mostly due to my height again), is the neck/head pillow height. I find when I am sitting in the chair, that pillow actually ends up at my shoulders, and I can adjust it to where I need it, but as soon as I move it falls back to it's normal resting place, and I have to readjust every time I sit back down, so a nice improvement would be to see multiple slots for mounting that to accommodate a wider range of gamers more comfortably. The vibrating lumbar support cushion is a nice touch, it can help a little bit if you're getting some tension in your lower back, but it produces quite a loud buzzing sound, so often I don't use it, because it's just too distracting. The seat cushion is my favorite part of the chair, it's actually very nice and easy to sit on for long periods. The seat always tends to be the problem part of a chair for me, it's hard to find one comfortable for me to spend any time in without soreness. The long flat cushion spreads out your weight nicely, so there are no pressure points like your tailbone or in your thighs that end up hurting due to excessive pressure on that area. So, all in all, it's a decent mid range gaming chair, room for improvement definitely, particularly if you're an above average height gamer, but mostly a good solid chair, that is worth the money if you can get it for less than full price.","Verified Purchase","Reviewed in the United States on 12 December 2023","1.0 out of 5 stars"
"2269","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Phoenix","ok so first off i'll start with the positives; looks cool, the footstool part is kinda neat, came pretty quickalright, now the negatives(added pics)  not very comfortable: i had a tailbone injury years ago, and this chair, if i lean back, makes the pain flare up (im using pillows to make up for this)  - the arms are not padded and the plastic is so rough and hard, i literally had to take them off within an hour of building the chair, was causing pain in my elbows(as well not adjustable)  -  the seat of the chair is too long for my short legs(might just be a me problem)  -  The pillows are quite hard, and the bigger one i cant even use due to my back injury  Construction is poor: as shown in the pictures, those are predrilled holes, so no matter how much you play with them, the back remained crooked.  Customer service: was a joke, i sent them these pictures and they said ""we dont see anything wrong"" followed by ""if you are unsatisfied with the chair you can send it back"" so as mentioned before i have a back injury, bad enough to consider me legally disabled(i have a cane too to try and take the pressure off my back). so packing this thing up, taking it to my car and then to the post office is quite a struggle... i was just maybe hoping to get a replacement part or something.so all-in-all, spend the extra $20 and get a better chair. i would not recommend this product.","Verified Purchase","Reviewed in Canada on 23 May 2020","3.0 out of 5 stars"
"2270","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Phoenix","This is exactly what my grandson wanted. It fits his gaming lifestyle perfectly! The chair was easy to assemble and was delivered at a reasonable amount of time. Would highly recommend this purchase!  This is our third gaming chair, from this company, that we have bought for our family and each person hasn't had a complaint about any gaming chair that they've received.","Verified Purchase","Reviewed in the United States on 29 July 2023","3.0 out of 5 stars"
"2271","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Amazon Customer","My son hasn’t even had this chair a year and it’s falling apart. He weighs 75 lbs sooo…it’s not like it has a lot on it. All the seams where the material attaches has detached.","Verified Purchase","Reviewed in the United States on 22 January 2024","4.3 out of 5 stars"
"2272","chair","Office Chair PC Gaming Chair Ergonomic Desk Chair Executive PU Leather Computer Chair Lumbar Support with Footrest Modern Task Rolling Swivel Racing Chair for Women&Men, Black","Amazon Customer","Easy to install, semi-comfortable on the seat and back, but the arm rests are not adjustable and they are a hard plastic. I had to have the arm rests sit above my desk in order to sit properly in the chair, but since the arm rests are too high (for me) my back and neck started hurting. I’m not able to use the chair at all. For reference, I’m 5’ - 115lbs.","Verified Purchase","Reviewed in the United States on 27 November 2023","5.0 out of 5 stars"
